(.venv) (base) jatinkulkarni@Jatins-MacBook-Pro mod4-jatinkulkarni % python project/run_mnist_multiclass.py
Epoch 5 loss 1.6131424603740487 valid acc 14/16
Epoch 5 loss 0.9522557354358925 valid acc 15/16
Epoch 5 loss 0.3602224884326174 valid acc 13/16
Epoch 5 loss 0.693159974073779 valid acc 16/16
Epoch 5 loss 1.6222079905877784 valid acc 15/16
Epoch 5 loss 1.3352382319556628 valid acc 15/16
Epoch 5 loss 1.4320780961077824 valid acc 15/16
Epoch 5 loss 0.3877329509015064 valid acc 15/16
Epoch 5 loss 0.4746581475101116 valid acc 16/16
Epoch 5 loss 1.0936551536181174 valid acc 14/16
Epoch 5 loss 1.9928624221700235 valid acc 15/16
Epoch 5 loss 0.9638586027028279 valid acc 15/16
Epoch 5 loss 1.322129247294288 valid acc 16/16
Epoch 5 loss 1.0131234780702276 valid acc 15/16
Epoch 5 loss 1.397158627214729 valid acc 13/16
Epoch 5 loss 1.4839721947283069 valid acc 16/16
Epoch 5 loss 1.069018236850287 valid acc 15/16
Epoch 5 loss 1.912832997810224 valid acc 13/16
Epoch 5 loss 1.3220709810529914 valid acc 15/16
Epoch 5 loss 0.5164155868561474 valid acc 14/16
Epoch 5 loss 0.3551340607784388 valid acc 13/16
Epoch 5 loss 0.606933313948085 valid acc 15/16
Epoch 5 loss 0.5172267016497669 valid acc 13/16
Epoch 5 loss 0.6916501615104239 valid acc 15/16
Epoch 5 loss 0.6576983011677564 valid acc 14/16
Epoch 5 loss 1.1943731287997554 valid acc 13/16
Epoch 5 loss 0.8408564145274414 valid acc 16/16
Epoch 5 loss 0.28485037600218854 valid acc 15/16
Epoch 5 loss 0.7904634523255811 valid acc 14/16
Epoch 5 loss 0.602417951598044 valid acc 13/16
Epoch 5 loss 0.4296619453878257 valid acc 13/16
Epoch 5 loss 0.7755250033991289 valid acc 15/16
Epoch 5 loss 1.1274082685426066 valid acc 16/16
Epoch 5 loss 0.9161296690750715 valid acc 16/16
Epoch 5 loss 0.5694987195003943 valid acc 15/16
Epoch 5 loss 0.849555719752232 valid acc 14/16
Epoch 5 loss 1.1528504552955752 valid acc 15/16
Epoch 5 loss 0.9542870438599947 valid acc 15/16
Epoch 5 loss 0.5314871174345415 valid acc 15/16
Epoch 5 loss 0.9051826366849637 valid acc 15/16
Epoch 5 loss 0.7648630364003994 valid acc 14/16
Epoch 5 loss 0.5407940776494445 valid acc 14/16
Epoch 5 loss 1.3291667577707065 valid acc 16/16
Epoch 5 loss 0.5520496316103204 valid acc 14/16
Epoch 5 loss 0.7122827116334745 valid acc 15/16
Epoch 5 loss 1.6910263576864373 valid acc 14/16
Epoch 5 loss 0.3355471757857898 valid acc 14/16
Epoch 5 loss 0.6230275373310514 valid acc 15/16
Epoch 5 loss 0.7386550765248727 valid acc 15/16
Epoch 5 loss 0.6694570600377788 valid acc 16/16
Epoch 5 loss 0.9036293693516424 valid acc 16/16
Epoch 5 loss 0.9536374404912794 valid acc 16/16
Epoch 5 loss 0.8804854607845597 valid acc 16/16
Epoch 5 loss 0.5015338351104495 valid acc 16/16
Epoch 5 loss 0.48660773297880316 valid acc 14/16
Epoch 5 loss 0.6103721255228751 valid acc 16/16
Epoch 5 loss 0.6088976419074498 valid acc 15/16
Epoch 5 loss 0.930102726960472 valid acc 16/16
Epoch 5 loss 0.948716942546217 valid acc 16/16
Epoch 5 loss 0.24229733413683333 valid acc 16/16
Epoch 5 loss 1.0593199376609186 valid acc 16/16
Epoch 6 loss 0.0003572226474223664 valid acc 16/16
Epoch 6 loss 0.8806959853985393 valid acc 16/16
Epoch 6 loss 1.371285452869043 valid acc 14/16
Epoch 6 loss 0.4099104642650224 valid acc 15/16
Epoch 6 loss 0.3531348936883262 valid acc 13/16
Epoch 6 loss 0.34067118856136347 valid acc 15/16
Epoch 6 loss 1.0345064189303517 valid acc 14/16
Epoch 6 loss 1.020707856490581 valid acc 16/16
Epoch 6 loss 0.7389190778010333 valid acc 14/16
Epoch 6 loss 0.45119639205078493 valid acc 16/16
Epoch 6 loss 0.29558946122873775 valid acc 16/16
Epoch 6 loss 0.7220228061172504 valid acc 15/16
Epoch 6 loss 1.1646593628430653 valid acc 16/16
Epoch 6 loss 1.012964481014237 valid acc 15/16
Epoch 6 loss 1.315773541869766 valid acc 15/16
Epoch 6 loss 1.148704107254885 valid acc 15/16
Epoch 6 loss 0.9320434434654098 valid acc 14/16
